,Predvidena ocena
Derailed (2005),1.3524862643249955
Journey to the Center of the Earth (2008),1.3524862643249955
Dinosaur (2000),1.3524862643249955
Doctor Who: Last Christmas (2014),1.3524862643249955
Doctor Who: Planet of the Dead (2009),1.3524862643249955
"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",1.3524862643249955
Machete Kills (Machete 2) (2013),1.3524862643249955
Doctor Who: The Next Doctor (2008),1.3524862643249955
Doctor Who: The Runaway Bride (2007),1.3524862643249955
"Lion King II: Simba's Pride, The (1998)",1.3524862643249955
Don't Say a Word (2001),1.3524862643249955
Dorian Gray (2009),1.3524862643249955
LEGO Batman: The Movie - DC Heroes Unite (2013),1.3524862643249955
Last Man Standing (1996),1.3524862643249955
"Last Stand, The (2013)",1.3524862643249955
House of Wax (2005),1.3524862643249955
Deadpool 2 (2018),1.3524862643249955
Eragon (2006),1.3524862643249955
Dragon: The Bruce Lee Story (1993),1.3524862643249955
Justice League: The New Frontier (2008) ,1.3524862643249955
"Swan Princess, The (1994)",1.3524862643249955
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),1.3524862643249955
Miami Vice (2006),1.3499419221033238
Spy (2015),1.3494019563012698
Son in Law (1993),1.3493696389324201
Forever Young (1992),1.3491785270958867
...All the Marbles (1981),1.3489065468669246
Shanghai Knights (2003),1.344340268571193
Final Destination 3 (2006),1.3440331284750207
Lady and the Tramp (1955),1.343806045457883
"Spy Who Loved Me, The (1977)",1.3436719432984872
Van Helsing (2004),1.342912655365031
Encino Man (1992),1.3427279054928516
Troy (2004),1.3402785101434287
Multiplicity (1996),1.340008988857507
National Treasure: Book of Secrets (2007),1.3389053359102272
Fletch (1985),1.338051139232614
"Muppets, The (2011)",1.337349432735496
Matilda (1996),1.3354668959060263
Homeward Bound: The Incredible Journey (1993),1.3354668959060263
Buffy the Vampire Slayer (1992),1.3331325362843327
Crocodile Dundee in Los Angeles (2001),1.3311142589150746
Along Came Polly (2004),1.3310574906403227
Sphere (1998),1.3304039509504675
Daredevil (2003),1.3277784310726193
30 Days of Night (2007),1.3275449769145302
Smokin' Aces (2006),1.3275449769145302
Thirteen (2003),1.3261968343342343
Winter's Bone (2010),1.3261968343342343
"Benchwarmers, The (2006)",1.3261968343342343
"Replacement Killers, The (1998)",1.3260433012454702
Casper (1995),1.3256799392670904
Your Highness (2011),1.3243251922603383
Oz the Great and Powerful (2013),1.324170805001452
Fantastic Four (2015),1.3198946455295462
Elysium (2013),1.319442139467171
King Kong (1976),1.3190473507650682
Dr. Dolittle (1998),1.3189842962583136
"Siege, The (1998)",1.3172289802189618
Monsters vs. Aliens (2009),1.3158120201742982
"Heartbreak Kid, The (2007)",1.3121501778873608
Paranormal Activity (2009),1.3117735763570153
Beverly Hills Ninja (1997),1.3117121587289873
Angels in the Outfield (1994),1.3117121587289873
Abraham Lincoln: Vampire Hunter (2012),1.3111312836604303
Ghosts of Mars (2001),1.3066558162176634
D3: The Mighty Ducks (1996),1.3065123961261016
Hot Rod (2007),1.3052511350308085
Scream 4 (2011),1.305172062652451
Day Watch (Dnevnoy dozor) (2006),1.305172062652451
Night Watch (Nochnoy dozor) (2004),1.305172062652451
"Money Pit, The (1986)",1.3045960051910737
X-Men Origins: Wolverine (2009),1.3027534913360979
Death Proof (2007),1.3012405460945027
Disturbia (2007),1.3012166719812703
Grease 2 (1982),1.3010398644698074
"Brady Bunch Movie, The (1995)",1.3009129138950677
"Color Purple, The (1985)",1.299600338165945
"Secret of Roan Inish, The (1994)",1.299600338165945
Sense and Sensibility (1995),1.299600338165945
Colors (1988),1.299600338165945
Normal Life (1996),1.299600338165945
No Way Out (1987),1.299600338165945
True Grit (1969),1.299600338165945
One Fine Day (1996),1.299600338165945
Killer's Kiss (1955),1.299600338165945
Bagdad Cafe (Out of Rosenheim) (1987),1.299600338165945
Cold Fever (Á köldum klaka) (1995),1.299600338165945
Basket Case (1982),1.299600338165945
Ruby in Paradise (1993),1.299600338165945
Obsession (1976),1.299600338165945
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1.299600338165945
Grace of My Heart (1996),1.299600338165945
American Movie (1999),1.299600338165945
"School of Flesh, The (École de la chair, L') (1998)",1.299600338165945
Spanking the Monkey (1994),1.299600338165945
Tequila Sunrise (1988),1.299600338165945
State and Main (2000),1.299600338165945
Breathless (1983),1.299600338165945
Hellraiser: Bloodline (1996),1.299600338165945
Reds (1981),1.299600338165945
Velvet Goldmine (1998),1.299600338165945
Say Anything... (1989),1.299600338165945
Inventing the Abbotts (1997),1.299600338165945
Shower (Xizao) (1999),1.299600338165945
Nashville (1975),1.299600338165945
Carnival of Souls (1962),1.299600338165945
Tommy (1975),1.299600338165945
Nadine (1987),1.299600338165945
"This World, Then the Fireworks (1997)",1.299600338165945
Barry Lyndon (1975),1.299600338165945
Victor/Victoria (1982),1.299600338165945
Little Man Tate (1991),1.299600338165945
You Can Count on Me (2000),1.299600338165945
My Crazy Life (Mi vida loca) (1993),1.299600338165945
Jungle Fever (1991),1.299600338165945
"Towering Inferno, The (1974)",1.299600338165945
The Falcon and the Snowman (1985),1.299600338165945
Felicia's Journey (1999),1.299600338165945
200 Cigarettes (1999),1.299600338165945
Limelight (1952),1.299600338165945
Mumford (1999),1.299600338165945
Joe Gould's Secret (2000),1.299600338165945
"Walk on the Moon, A (1999)",1.299600338165945
Out of Africa (1985),1.299600338165945
Himalaya (Himalaya - l'enfance d'un chef) (1999),1.299600338165945
Chungking Express (Chung Hing sam lam) (1994),1.299600338165945
Priest (1994),1.299600338165945
"Barefoot Contessa, The (1954)",1.299600338165945
"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",1.299600338165945
Fools Rush In (1997),1.299600338165945
Snow Falling on Cedars (1999),1.299600338165945
Nelly & Monsieur Arnaud (1995),1.299600338165945
Safe (1995),1.299600338165945
"Cage aux Folles, La (1978)",1.299600338165945
"Luzhin Defence, The (2000)",1.299600338165945
This Is My Father (1998),1.299600338165945
"House of Mirth, The (2000)",1.299600338165945
Suture (1993),1.299600338165945
Go Fish (1994),1.299600338165945
While You Were Sleeping (1995),1.299600338165945
Jagged Edge (1985),1.299600338165945
"Pallbearer, The (1996)",1.299600338165945
Family Plot (1976),1.299600338165945
Threesome (1994),1.299600338165945
Parasite (1982),1.299600338165945
Drunks (1995),1.299600338165945
"Corruptor, The (1999)",1.299600338165945
Metroland (1997),1.299600338165945
Stop Making Sense (1984),1.299600338165945
"Cotton Club, The (1984)",1.299600338165945
Roman Holiday (1953),1.299600338165945
Tortilla Soup (2001),1.299600338165945
"Pillow Book, The (1996)",1.299600338165945
Permanent Midnight (1998),1.299600338165945
Temptress Moon (Feng Yue) (1996),1.299600338165945
Sophie's Choice (1982),1.299600338165945
Jennifer 8 (1992),1.299600338165945
"Third Miracle, The (1999)",1.299600338165945
Angel Baby (1995),1.299600338165945
Sweet and Lowdown (1999),1.299600338165945
Bhaji on the Beach (1993),1.299600338165945
About Last Night... (1986),1.299600338165945
"Bell, Book and Candle (1958)",1.299600338165945
Female Perversions (1996),1.299600338165945
Small Time Crooks (2000),1.299600338165945
Love Serenade (1996),1.299600338165945
Working Girl (1988),1.299600338165945
Everyone Says I Love You (1996),1.299600338165945
Tom & Viv (1994),1.299600338165945
Sleepers (1996),1.299600338165945
Me Myself I (2000),1.299600338165945
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),1.299600338165945
Play Misty for Me (1971),1.299600338165945
"Kiss Me, Guido (1997)",1.299600338165945
Single White Female (1992),1.299600338165945
Goodbye Lover (1999),1.299600338165945
Sommersby (1993),1.299600338165945
"French Lieutenant's Woman, The (1981)",1.299600338165945
Psycho II (1983),1.299600338165945
Little Nicky (2000),1.2962333700733177
Pet Sematary II (1992),1.2934756720864857
Secondhand Lions (2003),1.2909131083174445
Lean on Me (1989),1.2909131083174445
Six Days Seven Nights (1998),1.286222343911214
Resident Evil: Apocalypse (2004),1.2857666555207967
White Men Can't Jump (1992),1.285463725602148
Ocean's Thirteen (2007),1.285323929815231
Planet of the Apes (2001),1.2840085513351138
Space Jam (1996),1.2838434220547101
Eagle Eye (2008),1.2837405921639973
Three Days of the Condor (3 Days of the Condor) (1975),1.28306689211063
Wild Wild West (1999),1.2815265550691035
The Hobbit: The Battle of the Five Armies (2014),1.279632136834861
Mickey Blue Eyes (1999),1.2783228611021125
M (1931),1.2778782706994303
"Expendables, The (2010)",1.277607783347031
Hansel & Gretel: Witch Hunters (2013),1.277141933241321
Arthur (1981),1.276533002373077
Footloose (1984),1.2756938644949996
Rambo III (1988),1.2754216592583845
My Cousin Vinny (1992),1.2728761718350654
"Time Machine, The (2002)",1.272147510421685
Ready to Rumble (2000),1.2710133252124154
Star Wars: The Clone Wars (2008),1.2704842592609824
Robin Hood (2010),1.2673253357027248
City Lights (1931),1.2616652747879984
"Grey, The (2012)",1.2616652747879984
"Wackness, The (2008)",1.2616652747879984
Ray (2004),1.2616652747879984
Inglorious Bastards (Quel maledetto treno blindato) (1978),1.2616652747879984
Midnight in Paris (2011),1.2616652747879984
"Tao of Steve, The (2000)",1.2616652747879984
"Curse of the Jade Scorpion, The (2001)",1.2616652747879984
Legend (2015),1.2616652747879984
Me and Earl and the Dying Girl (2015),1.2616652747879984
Friday Night Lights (2004),1.2616652747879984
Ponyo (Gake no ue no Ponyo) (2008),1.2616652747879984
"Kings of Summer, The (2013)",1.2616652747879984
Charlie Bartlett (2007),1.2616652747879984
Jackass 3D (2010),1.2616652747879984
Rocket Science (2007),1.2616652747879984
Blue Jasmine (2013),1.2616652747879984
"Langoliers, The (1995)",1.2616652747879984
"Way, Way Back, The (2013)",1.2616652747879984
Shame (2011),1.2616652747879984
Jiro Dreams of Sushi (2011),1.2616652747879984
Gladiator (1992),1.2616652747879984
Outlander (2008),1.2616652747879984
Paul (2011),1.258773870056487
Die Another Day (2002),1.2587215995845609
Diary of the Dead (2007),1.2557076079709795
Darkness Falls (2003),1.2557076079709795
Tomorrowland (2015),1.2520271562134295
Honeymoon in Vegas (1992),1.2518798980225871
Blue Streak (1999),1.2513317246142335
"Hobbit: The Desolation of Smaug, The (2013)",1.2491071078544964
"Santa Clause 2, The (2002)",1.2480309677619514
Cinderella (1950),1.2480309677619514
Mortal Kombat: Annihilation (1997),1.2480309677619514
"Amityville Horror, The (2005)",1.2480309677619514
Ju-on: The Grudge (2002),1.2480309677619514
Sahara (2005),1.2480309677619514
Taken 2 (2012),1.245805337414133
Halloween: Resurrection (Halloween 8) (2002),1.245805337414133
Lars and the Real Girl (2007),1.24426318340227
Blue Valentine (2010),1.24426318340227
Where the Wild Things Are (2009),1.24426318340227
Final Destination (2000),1.2434158823431247
Nick and Norah's Infinite Playlist (2008),1.2430080324519555
10 Things I Hate About You (1999),1.2410929575315441
Down to Earth (2001),1.24083644355136
"Thin Red Line, The (1998)",1.240731983617022
Grown Ups (2010),1.2401283728067596
"Gift, The (2000)",1.2378743827142225
How to Lose Friends & Alienate People (2008),1.2339749722406914
Dallas Buyers Club (2013),1.23285631456095
"Tuxedo, The (2002)",1.2320719393025472
Blade: Trinity (2004),1.2304174381377362
Cursed (2005),1.2304174381377362
Cliffhanger (1993),1.2269769953646597
Batman v Superman: Dawn of Justice (2016),1.225939015310479
Absolutely Anything (2015),1.2247448713915892
Snow White and the Huntsman (2012),1.2247448713915892
Premium Rush (2012),1.2247448713915892
"Hangover Part III, The (2013)",1.2247448713915892
G.I. Joe: The Rise of Cobra (2009),1.2247448713915892
Stalingrad (2013),1.2247448713915892
Attack the Block (2011),1.2247448713915892
Pan (2015),1.2247448713915892
"Craft, The (1996)",1.2239637145348778
"Hunchback of Notre Dame, The (1996)",1.2219763072177483
Accepted (2006),1.2210580614352344
Saving Silverman (Evil Woman) (2001),1.2210580614352344
"Evening with Kevin Smith 2: Evening Harder, An (2006)",1.2210580614352344
Jingle All the Way (1996),1.2208345268139842
Dracula: Dead and Loving It (1995),1.2181065228756294
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1.217244389758176
National Lampoon's Van Wilder (2002),1.216048555854243
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1.2159004014289332
Shallow Hal (2001),1.215343373469961
City Slickers II: The Legend of Curly's Gold (1994),1.215145455334967
Fatal Attraction (1987),1.2138023385442884
"Fog, The (1980)",1.213333915551352
Hearts in Atlantis (2001),1.213333915551352
"Toxic Avenger, The (1985)",1.212832910297011
Scary Movie 2 (2001),1.2124355005865917
Coach Carter (2005),1.2118392672143437
Reality Bites (1994),1.211243624891479
Elektra (2005),1.2105340506630677
What Women Want (2000),1.2084163667236687
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.2057360542090503
Frequency (2000),1.2048661681921546
Fled (1996),1.2041594578792296
Mr. Wonderful (1993),1.2041594578792296
Son of Flubber (1963),1.2041594578792296
"Ref, The (1994)",1.2041594578792296
"Low Down Dirty Shame, A (1994)",1.2041594578792296
Tin Men (1987),1.2041594578792296
North Dallas Forty (1979),1.2041594578792296
Drop Dead Fred (1991),1.2041594578792296
Pete's Dragon (1977),1.2041594578792296
Allan Quatermain and the Lost City of Gold (1987),1.2041594578792296
"Man Who Knew Too Little, The (1997)",1.2041594578792296
Another Stakeout (1993),1.2041594578792296
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),1.2041594578792296
Shampoo (1975),1.2041594578792296
Condorman (1981),1.2041594578792296
Murphy's Romance (1985),1.2041594578792296
Set It Off (1996),1.2041594578792296
Meatballs III (1987),1.2041594578792296
"Bear, The (Ours, L') (1988)",1.2041594578792296
Bonfire of the Vanities (1990),1.2041594578792296
Mixed Nuts (1994),1.2041594578792296
"Road to Wellville, The (1994)",1.2041594578792296
Action Jackson (1988),1.2041594578792296
Jumpin' Jack Flash (1986),1.2041594578792296
Supergirl (1984),1.2041594578792296
"Edge, The (1997)",1.2041594578792296
Radio Days (1987),1.2041594578792296
Operation Dumbo Drop (1995),1.2041594578792296
Roommates (1995),1.2041594578792296
National Lampoon's Senior Trip (1995),1.2041594578792296
Monster (2003),1.2035356715539387
EuroTrip (2004),1.2026204729934529
Freddy Got Fingered (2001),1.2026204729934529
Bridget Jones's Diary (2001),1.1996836282114647
Parenthood (1989),1.1983570541917732
Jim Gaffigan: Cinco (2017),1.1983570541917732
Father of the Bride Part II (1995),1.1983570541917732
Roxanne (1987),1.1983570541917732
Iron Eagle (1986),1.1983570541917732
Behind Enemy Lines (2001),1.1955858381418045
Broadcast News (1987),1.1941391917867008
Loser (2000),1.1937468444579131
Panic Room (2002),1.1933387082152147
"Other Guys, The (2010)",1.191493991641935
Paycheck (2003),1.1908396213121908
Saw III (2006),1.188629084318561
Star Wars: The Last Jedi (2017),1.1762946029370467
"Devil's Own, The (1997)",1.1762431321624978
"Ladykillers, The (2004)",1.1749517999256565
Flipper (1996),1.1738675645390684
Celtic Pride (1996),1.1738675645390684
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),1.1718647767913233
Hancock (2008),1.1713300055941922
Universal Soldier (1992),1.1709663626953402
"NeverEnding Story II: The Next Chapter, The (1990)",1.1692679333668567
Americathon (1979),1.1692679333668567
Chicken Little (2005),1.1692679333668567
Batman & Robin (1997),1.1677533570000118
Desperately Seeking Susan (1985),1.1674400899137707
Super Mario Bros. (1993),1.1662810840494822
Superman IV: The Quest for Peace (1987),1.1614249563423973
AVP: Alien vs. Predator (2004),1.1579139385617634
Resident Evil: Afterlife (2010),1.1552793123419032
Troop Beverly Hills (1989),1.1547005383792515
Sidewalks of New York (2001),1.1547005383792515
Wagons East (1994),1.1547005383792515
Children of the Corn II: The Final Sacrifice (1993),1.1547005383792515
Resident Evil: Extinction (2007),1.1541790600578092
Scooby-Doo 2: Monsters Unleashed (2004),1.1541790600578092
Bully (2001),1.151181328069781
Street Fighter (1994),1.1498370694548583
Urban Legend (1998),1.1491381047890794
Scooby-Doo (2002),1.147176958583437
Snow Day (2000),1.1435756711989071
Employee of the Month (2006),1.1435756711989071
Exit Wounds (2001),1.1435756711989071
Bats (1999),1.1435756711989071
Killer Klowns from Outer Space (1988),1.1435756711989071
Jersey Girl (2004),1.1435756711989071
Trick 'r Treat (2007),1.1435756711989071
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",1.1435756711989071
Lakeview Terrace (2008),1.1435756711989071
Dragonfly (2002),1.1435756711989071
"Rugrats Movie, The (1998)",1.1435756711989071
Mr. & Mrs. Smith (1941),1.1435756711989071
Hardball (2001),1.1435756711989071
Mouse Hunt (1997),1.1435756711989071
Air Bud (1997),1.1435756711989071
Saw IV (2007),1.1435756711989071
My Dog Skip (1999),1.1435756711989071
Gummo (1997),1.1435756711989071
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),1.1435756711989071
Godsend (2004),1.1435756711989071
Look Who's Talking (1989),1.1435756711989071
Alexander (2004),1.1435756711989071
Friday the 13th Part 2 (1981),1.1435756711989071
Night at the Museum (2006),1.142011944354284
"Reaping, The (2007)",1.13912441050327
Get on the Bus (1996),1.13912441050327
Da Sweet Blood of Jesus (2014),1.13912441050327
Dark Skies (2013),1.13912441050327
Kundun (1997),1.13912441050327
Gossip (2000),1.13912441050327
Red Dawn (2012),1.13912441050327
Save the Last Dance (2001),1.13912441050327
"Abandoned, The (2006)",1.13912441050327
Memoirs of an Invisible Man (1992),1.13912441050327
"Remains of the Day, The (1993)",1.1384779465081933
Ultraviolet (2006),1.136361688975367
Neighbors (2014),1.13498959990776
Young Guns (1988),1.1344334412499004
Porky's II: The Next Day (1983),1.1343731978031408
102 Dalmatians (2000),1.1336734006420606
My Favorite Martian (1999),1.1336734006420606
Rollerball (2002),1.1336734006420606
"Grudge, The (2004)",1.1336734006420606
Open Water (2003),1.1303726437897785
My Best Friend's Wedding (1997),1.128246411426674
Dominion: Prequel to the Exorcist (2005),1.1270718869374963
Boogeyman (2005),1.1270718869374963
"Return of Jafar, The (1994)",1.1270718869374963
Mean Machine (2001),1.1270718869374963
Three Men and a Baby (1987),1.1265082492426444
Problem Child (1990),1.1259595054505027
Just Go with It (2011),1.1257594990586575
Babel (2006),1.1251380827571253
Oblivion (2013),1.1216590037932637
"Postman, The (1997)",1.1197295204473197
Tin Cup (1996),1.1197196497704132
"Story of Us, The (1999)",1.1197196497704132
For Your Eyes Only (1981),1.118257565910988
The Amazing Spider-Man 2 (2014),1.116768417203102
"Synecdoche, New York (2008)",1.1159192885362346
"Blind Side, The  (2009)",1.1159192885362346
Clash of the Titans (2010),1.1154460052019304
"Sorcerer's Apprentice, The (2010)",1.1138868597090181
Queen of the Damned (2002),1.1109069526734217
"Dude, Where's My Car? (2000)",1.1097698925523323
"American Tail, An (1986)",1.1067971810589328
"Terminal, The (2004)",1.1067823715563556
Just Like Heaven (2005),1.1062448434247065
"Thirteenth Floor, The (1999)",1.105138772899
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",1.1027562635229802
Blades of Glory (2007),1.101872632089361
Melancholia (2011),1.101872632089361
Trainwreck (2015),1.101872632089361
Deuce Bigalow: Male Gigolo (1999),1.1015428343090423
"Night at the Roxbury, A (1998)",1.1015428343090423
Flightplan (2005),1.098322212772806
White Chicks (2004),1.0974817000944528
American Wedding (American Pie 3) (2003),1.0974817000944528
Nutty Professor II: The Klumps (2000),1.0915787113640065
Beowulf (2007),1.0847932633693433
Underworld: Evolution (2006),1.0801411865460702
"Beach, The (2000)",1.0796334049349479
"Polar Express, The (2004)",1.0756954835597554
Bridget Jones: The Edge of Reason (2004),1.0721390096316865
"Next Karate Kid, The (1994)",1.0720155285776978
You've Got Mail (1998),1.0695389478090713
Robots (2005),1.0652523239928158
Teenage Mutant Ninja Turtles III (1993),1.0617370882146338
Terminator Genisys (2015),1.0586147096171137
Ghost Rider: Spirit of Vengeance (2012),1.058592991485454
Peggy Sue Got Married (1986),1.0577102395529898
"Beverly Hillbillies, The (1993)",1.0554165368111033
"Rum Diary, The (2011)",1.0513877289899987
Analyze That (2002),1.0513877289899987
The Spectacular Now (2013),1.0513877289899987
Flatliners (1990),1.0513877289899987
Thumbsucker (2005),1.0513877289899987
Super (2010),1.0513877289899987
"Paris, I Love You (Paris, je t'aime) (2006)",1.0513877289899987
Meet Wally Sparks (1997),1.0513877289899987
Twins (1988),1.0513877289899987
Independence Day: Resurgence (2016),1.0513877289899987
"Longest Yard, The (2005)",1.0513877289899987
"Definitely, Maybe (2008)",1.0513877289899987
Due Date (2010),1.0513877289899987
Ex Machina (2015),1.0513877289899987
Bad Lieutenant: Port of Call New Orleans (2009),1.0513877289899987
Cold Mountain (2003),1.0513877289899987
Keeping the Faith (2000),1.0513877289899987
"Weather Man, The (2005)",1.0513877289899987
"Fantastic Planet, The (Planète sauvage, La) (1973)",1.0513877289899987
We're the Millers (2013),1.0513877289899987
Cashback (2006),1.0513877289899987
American Sniper (2014),1.0513877289899987
Whisper of the Heart (Mimi wo sumaseba) (1995),1.0513877289899987
Out Cold (2001),1.0513877289899987
Family Guy Presents: It's a Trap (2010),1.0513877289899987
"I Love You, Beth Cooper (2009)",1.0513877289899987
Don Jon (2013),1.0513877289899987
Greenberg (2010),1.0513877289899987
12 Years a Slave (2013),1.0513877289899987
Smart People (2008),1.0513877289899987
"Help, The (2011)",1.0513877289899987
Departures (Okuribito) (2008),1.0513877289899987
"Hours, The (2002)",1.0513877289899987
Win Win (2011),1.0513877289899987
"Flamingo Kid, The (1984)",1.0510398644698076
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),1.0492212967719285
Simon Birch (1998),1.0448418585518455
"Core, The (2003)",1.0438880270725408
Superman III (1983),1.0404967735719177
Mr. & Mrs. Smith (2005),1.0383430369752669
Anaconda (1997),1.0368092286463073
Stepmom (1998),1.0347805376691885
"Sitter, The (2011)",1.0329275272917942
Pretty in Pink (1986),1.0323786398178683
The Scorpion King (2002),1.0312447383531855
47 Ronin (2013),1.026774126725726
"Adventures of Rocky and Bullwinkle, The (2000)",1.0259173472267342
Major Payne (1995),1.0227277009568396
Coyote Ugly (2000),1.0226412194715513
Scary Movie 3 (2003),1.0226165903744522
Hide and Seek (2005),1.0226165903744522
Monkeybone (2001),1.020966211948311
Percy Jackson & the Olympians: The Lightning Thief (2010),1.0206207261596576
Pitch Perfect 2 (2015),1.0206207261596576
San Andreas (2015),1.0206207261596576
Transporter 3 (2008),1.0203909600266337
Transformers: Revenge of the Fallen (2009),1.0195950102399793
Ocean's Twelve (2004),1.0190975751027282
Godzilla (1998),1.0175082285401678
Doom (2005),1.0168943780900974
Home (2015),1.016222756626355
Innerspace (1987),1.0158451937625532
Shrek the Third (2007),1.0137543059669039
Inspector Gadget (1999),1.01303670484825
All of Me (1984),1.0116799101501934
Not Another Teen Movie (2001),1.0107805156372347
How High (2001),1.0107805156372347
Reindeer Games (2000),1.0107805156372347
My Big Fat Greek Wedding (2002),1.0067962824489969
"Honey, I Blew Up the Kid (1992)",1.006320174731634
RoboCop (2014),1.0054154763369296
"Brothers Grimm, The (2005)",1.00341544924582
Color of Night (1994),1.0000000000000002
"Juror, The (1996)",1.0000000000000002
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1.0000000000000002
Random Hearts (1999),1.0000000000000002
"Great Gatsby, The (2013)",0.9986308784931442
Cloudy with a Chance of Meatballs 2 (2013),0.9986308784931442
Stealing Harvard (2002),0.992342927195453
"New Guy, The (2002)",0.992342927195453
"Hot Chick, The (2002)",0.992342927195453
"Flintstones, The (1994)",0.9886931060107768
Adventures in Babysitting (1987),0.9871852671891517
Wrongfully Accused (1998),0.9871852671891517
Big Trouble (2002),0.9773555548504419
Earth Girls Are Easy (1988),0.9773555548504419
Frankenstein Meets the Wolf Man (1943),0.9773555548504419
Mr. Magoo (1997),0.9772829966323051
Stigmata (1999),0.9764206827486283
Just Married (2003),0.9711641766834385
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",0.969425853884943
Red Planet (2000),0.9661658954274012
"Good Day to Die Hard, A (2013)",0.9611391178548273
A Million Ways to Die in the West (2014),0.9594820807764524
Rock Star (2001),0.958893977216981
Muriel's Wedding (1994),0.9508400335527798
Jeepers Creepers 2 (2003),0.9482323568245823
Dick Tracy (1990),0.947519397768673
Richie Rich (1994),0.9455147053974668
Tomcats (2001),0.9448405371366414
3 Ninjas (1992),0.9443280243828333
Urban Legends: Final Cut (2000),0.9406678908043252
"Bridges of Madison County, The (1995)",0.9382878928480229
Jack Frost (1998),0.9377390965522802
Scream 3 (2000),0.9340727886126982
Transformers: Age of Extinction (2014),0.9339421549588625
"Thomas Crown Affair, The (1999)",0.9325155519685537
Wanderlust (2012),0.9277887543927942
Jason X (2002),0.9267619364743594
Here Comes the Boom (2012),0.921635353826726
Jack the Giant Slayer (2013),0.921635353826726
"Animal, The (2001)",0.9194373168957045
Hercules (2014),0.9149760724011496
Balls of Fury (2007),0.9148605369591257
Baby Geniuses (1999),0.9148605369591257
Primeval (2007),0.9148605369591257
Snake Eyes (1998),0.9148605369591257
Pootie Tang (2001),0.9148605369591257
Bad Company (2002),0.9148605369591257
Poseidon (2006),0.9148605369591257
"American Haunting, An (2005)",0.9148605369591257
"Avengers, The (1998)",0.9148605369591257
For Richer or Poorer (1997),0.9148605369591257
My Boss's Daughter (2003),0.9148605369591257
Teeth (2007),0.9148605369591257
Air Bud: Golden Receiver (1998),0.9148605369591257
"Very Brady Sequel, A (1996)",0.9148605369591257
Eight Below (2006),0.9148605369591257
Anacondas: The Hunt for the Blood Orchid (2004),0.9148605369591257
Friday After Next (2002),0.9148605369591257
Black Christmas (2006),0.9148605369591257
"Forgotten, The (2004)",0.9148605369591257
"Dukes of Hazzard, The (2005)",0.9148605369591257
"Haunting in Connecticut, The (2009)",0.9148605369591257
"Hills Have Eyes II, The (2007)",0.9148605369591257
Bowfinger (1999),0.9148605369591257
Taxi (1998),0.9148605369591257
Stay Alive (2006),0.9148605369591257
Unknown (2006),0.9148605369591257
Rugrats in Paris: The Movie (2000),0.9148605369591257
First Kid (1996),0.9148605369591257
21 (2008),0.9148605369591257
"Rage: Carrie 2, The (1999)",0.9148605369591257
Saw V (2008),0.9148605369591257
Dr. Dolittle 2 (2001),0.9111762788257253
National Security (2003),0.9082590232545613
Scary Movie 4 (2006),0.9082590232545613
Freaky Friday (2003),0.9082590232545613
"Ninth Gate, The (1999)",0.9082590232545613
"Adjustment Bureau, The (2011)",0.9059562881158066
"Replacements, The (2000)",0.9056417427382348
Tears of the Sun (2003),0.9056417427382348
15 Minutes (2001),0.9056417427382348
"Fog, The (2005)",0.9049582664022792
Never Been Kissed (1999),0.9027454590803352
Green Lantern (2011),0.901657509549997
Chain Reaction (1996),0.901657509549997
Jonah Hex (2010),0.901657509549997
"Sum of All Fears, The (2002)",0.901657509549997
Exorcist: The Beginning (2004),0.901657509549997
Turbo: A Power Rangers Movie (1997),0.901657509549997
"Haunted Mansion, The (2003)",0.901657509549997
Stealth (2005),0.901657509549997
"Santa Clause 3: The Escape Clause, The (2006)",0.901657509549997
Phantasm IV: Oblivion (1998),0.901657509549997
Valerian and the City of a Thousand Planets (2017),0.901657509549997
Magnum Force (1973),0.901657509549997
Cheaper by the Dozen 2 (2005),0.901657509549997
Max Payne (2008),0.901657509549997
Junior (1994),0.901657509549997
Hard Rain (1998),0.901657509549997
Orphan (2009),0.901657509549997
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),0.901657509549997
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),0.901657509549997
